file.name,peak.number,85.1327_TMAO-d9,180.1216_Cotinine-d3,182.1373_Nicotine-N-oxide-d3,184.0774_F-Phe,216.9548_Bromohypoxanthine,319.1737_Oxcodone-d3,378.1968_Trazodone-d6,392.2248_Quetiapine-d8,415.2447_Risperidone-d4,114.0667_Creatinine,117.0856_Creatinine-d3,130.1093_Metformin,136.1126_Amphetamine,150.1283_MethamphetaminePhentermine_1st,150.1283_MethamphetaminePhentermine_2nd,160.1_Pregabalin interference,160.13_Pregabalin interference,160.1338_Pregabalin_2nd,166.09_Pseudoephedrine interference,166.12_Pseudoephedrine interference,166.1232_Pseudoephedrine,172.1338_Gabapentin,177.1028_Cotinine,"180.1025_3,4-Methylenedioxyamphetamine_2nd",193.0977_Hydroxycotinine,"194.1181_3,4-Methyl​enedioxy​methamphetamine",200.1287_Ecgonine,"208.1338_3,4-Methylenedioxy-N-ethylamphetamine",216.0427_Cl-Tyr,233.1654_Norfentanyl,234.1494_Methylphenidate,240.1155_Bupropion,248.1651_Meperidine,256.0157_Lamotrigine,256.1104_Hydroxybupropion,256.1701_Diphenhydramine,258.0127_37Cl Lamotrigine,266.1657_Mirtazapine,276.13_EDDP surrogate interference,278.16_EDDP surrograte,278.1909_EDDP_1st,278.212_Venlafaxine_2nd,282.07_Nitrazepam surrogate,282.0879_Nitrazepam,285.0795_Diazepam,286.0747_7-Aminoclonazepam,286.1443_Hydromorphone_1st,286.1443_Morphine_2nd,287.0587_Oxazepam_2nd,300.16_Hydrocodone_1st,300.16_Codeine_2nd,301.0744_Temazepam,302.1392_Oxymorphone,306.0816_Sertraline,308.15_Zolpidem surrogate,308.1763_Zolpidem_2nd,308.2014_Benztropine_1st,310.1419_Fluoxetine,310.2171_Methadone,313.1487_Olanzapine,316.0489_Clonazepam,316.1549_Oxycodone,319.1036_Chlorpromazine,321.0198_Lorazepam,325.0449_Lorazepam-d4,328.1549_6-Acetylmorphine_1st,328.1549_Naloxone_2nd,330.1505_Paroxetine,337.228_Fentanyl,342.1705_Naltrexone,353.1349_Cotinine glucuronide,372.1591_Trazodone,376.148_Haloperidol,380.1731_Haloperidol-d4,384.1746_Quetiapine,389.1129_Zopiclone,404.1563_Perphenazine,411.2196_Risperidone,448.1559_Aripiprazole,468.3114_Buprenorphine
,6,1884080.621,2087948.319,1533846.89,3049191.571,672989.3399,486761.3155,346481.2927,418164.3013,553235.5152,34689339.59,2134545.669,106999.9506,Interfered,2936.508534,2847.268971,104363.9962,152403.0576,63931.83379,NPD,122883.2598,NPD,<LOD,14075.28584,9199.708799,NPD,4092.846734,25626.5444,Interfered,1517868.145,30765.06808,24966.36093,2892.208597,NPD,3099.526306,7736.391398,NPD,NPD,NPD,4357.413171,18105.78224,NPD,<LOD,3933.158234,Interfered,6379.144844,NPD,16317.38495,71814.19928,<LOD,33069.19252,NPD,3091.481105,3236.92222,1959.772874,<LOD,Interfered,<LOD,11409.76605,20828.82535,20452.92896,1185.879268,NPD,NPD,2163.080412,130715.5034,3525.492651,2779.919339,2160.659273,<LOD,NPD,NPD,24562.57657,3328.97501,449417.1661,Interfered,3689.160194,13808.89052,18770.00993,49630.28438,NPD
,7,2108430.086,2450625.026,2150622.473,3209339.968,716409.0379,520909.1465,319949.1892,329612.9632,820913.8188,10791771.3,2452825.772,126462.5179,NPD,<LOD,Interfered,31090.03736,<LOD,43681.68931,96126.09226,534177.914,NPD,3881.025084,11404.96487,11348.50063,40285.39016,NPD,NPD,Interfered,1537494.641,6962.474894,<LOD,<LOD,30615.80178,6128.851064,9034.933403,Interfered,1021.800141,80380.97765,19707.25918,12007.23323,9920.27056,4159.429339,NPD,Interfered,9356.886894,4872.671663,10788.18343,9399.578591,3649.887395,7331.871309,NPD,36577.365,17416.30041,NPD,2078.799072,Interfered,Interfered,4146.779068,19456.99742,280889.4936,1576.88327,<LOD,NPD,NPD,179211.18,NPD,5821.090735,NPD,NPD,4964.7039,5698.550488,11837.01409,2410.947941,398663.9324,Interfered,5468.86733,5337.58319,<LOD,31800.18631,NPD
,8,2165855.467,2098508.969,1668436.879,2937442.347,671055.9359,454922.7934,328359.3408,303717.1567,673506.6028,23517015.46,1939034.579,58232.24949,NPD,Interfered,2251.086821,2046.037945,61659.97721,4029473.846,159423.9779,386494.7669,NPD,3341.055859,43672.01138,31040.56513,NPD,NPD,19033.212,Interfered,1450598.436,55828.69503,<LOD,NPD,6042.415776,1107.724019,<LOD,<LOD,NPD,30907.23923,258889.3733,NPD,NPD,<LOD,3423.674472,Interfered,4957.787306,19861.38128,NPD,<LOD,NPD,8312.036356,NPD,NPD,36316.70382,NPD,3717.971595,Interfered,Interfered,NPD,NPD,9730.546553,1649.827405,NPD,1865.760873,4711.869674,130119.6855,NPD,3300.786048,NPD,<LOD,NPD,NPD,17529.68314,2943.884595,370545.8425,Interfered,3139.583388,<LOD,8126.322369,NPD,3125.792067
,9,2163677.057,2440274.159,1782180.447,3002372.349,701169.7489,477302.7845,321403.9132,321054.3643,583640.6472,96251362.58,1813436.486,37126.06783,Interfered,NPD,1823.044944,19100.65837,61238.1661,21818.14493,441320.4511,213478.6651,NPD,NPD,49636.97755,30712.04719,428940.3054,38415.83823,13772.99928,Interfered,1514081.545,28965.41584,8995.8639,8206.508244,4283.771538,3371.225182,4986.002401,3636.739947,NPD,42690.80625,92371.17837,8365.789776,4948.895266,5154.528255,1775.882621,Interfered,<LOD,4682.867185,NPD,2778.793908,30480.15524,<LOD,NPD,27802.25462,15473.01668,NPD,Interfered,Interfered,Interfered,2676.21207,11888.93387,<LOD,37622.675,<LOD,2391.741624,NPD,96884.07744,7133.984649,19706.66945,NPD,NPD,4786.642836,78132.00426,NPD,NPD,403272.1082,Interfered,1983.519258,NPD,NPD,<LOD,NPD
,10,1885933.896,2460379.936,1967910.161,2798294.259,638900.1488,499571.5068,327055.5986,336485.2798,467072.1519,80627046.05,1828286.566,16697724.97,NPD,6598.618478,3489.416871,39030.05718,103551.1157,13853.86567,486975.7237,122096.5889,NPD,11013.81324,25459.92659,85841.20617,17026.81174,5210.927643,NPD,Interfered,1374863.026,10278.73218,NPD,17192.72699,15504.00922,NPD,32259.01339,NPD,947.3579133,8987.453928,26759.55401,NPD,NPD,NPD,5253.451818,NPD,<LOD,NPD,12470.03568,NPD,8668.575706,6373.274734,6958.070677,5404.268195,63358.34484,NPD,4652.918512,Interfered,Interfered,16803.97984,35334.46462,9711.766097,9174.132965,NPD,9876.184404,6537.733999,139755.1241,2662.117376,3343.512776,3067.080728,<LOD,<LOD,NPD,39038.28457,NPD,394275.7572,Interfered,1814.307424,2155.425795,4707.102591,NPD,<LOD
,11,1764276.915,2364708.16,1917316.11,2797002.625,368516.9135,476885.6573,285396.2519,286414.0175,598193.486,21479638.37,1515331.248,256443.578,4997.025751,3715.561526,NPD,10541.728,63112.46876,12382.59494,155854.6122,220301.1745,Interfered,NPD,100551.6022,53910.91767,226008.0848,35480.42091,NPD,15944.81246,1436800.459,14900.42842,<LOD,NPD,6621.90462,1558.31149,22680.78493,21242.5947,NPD,4279.819277,49495.18574,8881.812387,NPD,5668.229493,<LOD,NPD,NPD,NPD,18346.83078,6121.213548,11608.49616,6297.496217,4861.148774,10035.91909,NPD,1580.487354,3811.599792,Interfered,Interfered,3541.422362,85803.23584,41617.09789,6452.315267,<LOD,4753.09489,NPD,NPD,32494.55283,NPD,3349.738618,7645.634199,NPD,36855.40534,146256.5409,NPD,295693.6828,Interfered,24670.30599,1387.273643,6515.629154,1189.464209,<LOD
,12,2000280.591,2461720.302,2069949.201,2915950.907,285900.1801,474101.2809,343495.7024,410041.6677,748681.2499,69983208.06,1877660.301,107833.7335,1537.999923,NPD,NPD,2007977.532,621440.8805,19440.09928,511086.4113,10206.46535,Interfered,9841.768089,76716.49967,35478.97856,155033.8559,16589.62131,<LOD,15926.02275,1448477.124,36856.51779,NPD,NPD,14325.41961,1063.969807,5447.546038,4852.569927,NPD,14456.82896,2005.056824,<LOD,NPD,NPD,NPD,<LOD,NPD,NPD,NPD,29521.58867,34077.77358,NPD,NPD,4345.519646,NPD,NPD,Interfered,Interfered,Interfered,NPD,41702.62289,22853.98214,250074.0311,NPD,8963.813356,4455.490677,NPD,4630.778129,NPD,4806.625276,NPD,NPD,90584.11566,3322.279296,2755.863699,420827.245,26330.27514,NPD,8681.064782,NPD,NPD,3234.841627
,13,2850845.088,3037439.81,2306078.097,2796090.704,351179.1878,557147.0001,446666.9012,539984.1874,921580.5819,24002.01025,4968.240862,320841.3899,455805.0478,668314.9817,452654.936,67065.91923,15337.35821,259816.3434,156251.377,NPD,Interfered,499774.816,244835.2675,352112.8786,427861.6477,549972.7766,290135.567,640273.1112,1406691.883,267270.4519,538057.4239,311075.6415,857103.5864,180811.3429,225556.4305,352339.3011,118436.7554,162504.498,NPD,101659.4854,770928.0081,526250.233,NPD,254384.1328,451544.1922,Interfered,211848.3054,214668.5942,197847.8407,281006.746,273062.2746,268832.1359,150529.1404,189304.4491,110871.8784,454840.3956,Interfered,565183.2014,1814993.821,255824.3606,935.574254,270464.5207,105756.4269,110307.1698,272659.0212,134450.5071,194225.5837,327623.2684,732443.9902,200262.6578,210531.4652,123775.0557,122742.2889,524196.6238,169069.3735,116010.0082,157335.5745,229250.3214,71342.61151,152178.9683
20240909_10,1,3717918.423,4021398.367,3553049.143,4455961.897,1377967.911,573933.8482,666781.8439,765203.3812,1465037.271,227480.3199,2239113.226,570918.0666,195025.674,352756.0684,216966.5475,7012.486377,10197.19758,163023.5413,272717.4348,131522.6858,248742.3571,224589.2217,165448.1796,180643.5465,259675.4852,328023.1384,282407.1894,358846.7429,2230997.842,202649.3422,355707.9622,192700.6694,478692.8605,94977.71919,177009.9642,209222.15,61347.93215,127150.0658,97050.99166,45752.36386,472824.221,317486.2949,56285.71929,NPD,243508.4925,65036.22262,86774.88826,92302.22202,185339.8536,163122.4828,130057.0398,220275.4227,92851.61311,69972.10246,85772.4159,Interfered,136038.4334,209634.7681,493465.9202,221534.1981,104581.8386,122185.7114,34266.38682,73771.5606,240938.902,79606.72073,94563.9821,143870.1015,378344.1304,93863.48007,182347.6286,74548.40889,81828.72739,737604.5957,96398.67435,55701.98641,16800.67646,204903.8194,23811.88546,88222.16713
,2,2399901.75,3589751.377,3500842.079,4373724.362,1156974.377,646667.5868,514730.8787,552935.7529,1206154.493,143878628.9,2715899.496,35711.10353,NPD,NPD,NPD,114148.1321,103885.236,40488.99508,741798.0291,95219.74652,6664.958351,<LOD,34006.48469,NPD,32675.86746,5472.55937,9263.789839,NPD,2346313.51,24671.86227,<LOD,5531.303272,<LOD,3275.176447,<LOD,7344.6562,<LOD,101562.9894,92930.91851,NPD,NPD,Interfered,7370.156923,Interfered,6863.617651,6810.823643,NPD,Interfered,<LOD,25915.70713,NPD,<LOD,7227.37917,NPD,NPD,Interfered,Interfered,7804.989292,10640.87685,21461.48071,3983.497146,5772.042586,2555.889131,NPD,188430.3063,NPD,NPD,NPD,20693.03939,6154.97099,19065.88745,<LOD,NPD,659006.7753,NPD,30155.1601,3860.501723,28985.73214,4125.075278,17053.65783
,3,2480369.221,3134176.34,2692727.57,4402157.231,1090709.399,657645.3684,520801.7722,553576.2327,1309067.487,127296255,2721543.344,76948.71493,Interfered,<LOD,NPD,6187326.828,297015.0977,NPD,1017050.632,25682.33973,3095.414354,9585.855447,3630.167396,101221.6359,NPD,<LOD,NPD,NPD,2218666.665,43408.19188,45865.44838,<LOD,69392.86439,<LOD,20980.98923,Interfered,1773.689993,11255.64441,22854.00978,11447.69287,NPD,17257.39473,1752.341602,Interfered,<LOD,Interfered,17587.94538,Interfered,6512.428248,22055.59201,10452.63537,NPD,31378.66538,<LOD,NPD,Interfered,Interfered,42073.5059,256136.5008,48654.79054,<LOD,<LOD,<LOD,5610.432607,179017.521,5904.541944,<LOD,NPD,9186.539031,7135.866442,9930.823238,<LOD,NPD,638751.4383,Interfered,2339.181697,8020.854682,20178.02107,<LOD,2994.223401
,4,2449760.781,2889943.115,1985118.031,4141390.153,921831.0527,640088.4729,403803.2885,458831.6428,965444.5987,33158814.66,2710599.837,66548.99053,NPD,NPD,Interfered,49439.41248,14463.06329,NPD,908581.4225,15342.95308,<LOD,NPD,99270.63174,9743.518253,212673.3434,10030.4904,10266.50091,12219.60122,2145522.158,8763.012326,53590.09777,<LOD,181413.2327,NPD,37663.39283,6003.07775,NPD,32391.39615,42587.62097,17398.11143,Interfered,7124.783023,2349.571641,Interfered,<LOD,2763.090122,24211.3898,NPD,<LOD,28952.69559,7158.242306,<LOD,NPD,NPD,5720.125074,Interfered,Interfered,5498.622867,71134.62888,NPD,1175.169551,NPD,3820.851716,2122.224114,171684.1422,6140.971931,8998.748388,10954.27251,8549.736842,6522.005116,46163.65617,<LOD,NPD,336780.5098,Interfered,NPD,5953.151508,19397.22216,13527.21281,NPD
,5,2365862.149,2797169.876,1783581.029,4007667.775,971988.7952,643088.5987,435327.8873,473840.2211,1082812.308,54681628.08,2722425.607,36603149.07,NPD,Interfered,5461.847039,391267.4295,69002.69161,9864.166884,472013.918,84017.42073,NPD,6513.333916,17323.39979,62185.59834,21209.8507,<LOD,11944.28787,12587.03953,1988532.427,25852.88964,<LOD,<LOD,8264.904572,7151.014821,NPD,8926.796258,1881.929895,117579.2871,47016.10246,10044.16739,8374.121877,5973.562767,1656.263545,Interfered,<LOD,3039.112207,NPD,Interfered,21048.46581,NPD,4761.306356,3404.007999,40428.82961,<LOD,2525.485665,Interfered,Interfered,<LOD,22860.33143,<LOD,<LOD,NPD,<LOD,4057.574165,NPD,5215.538102,NPD,4024.026155,<LOD,<LOD,10327.79267,<LOD,6460.302693,594826.1858,Interfered,3897.404258,5068.600933,14131.10645,3104.852504,2834.088859
,6,2725161.179,3165693.804,2370789.916,4315822.117,1060603.358,483333.0355,435029.0582,435710.567,987673.6926,62350926.63,2667177.83,216006.3562,NPD,4967.672537,Interfered,932217.9832,9504.375008,13774.90637,870546.1866,99644.78525,NPD,<LOD,12438.59249,16775.87036,7764.627531,7645.483151,NPD,13155.29951,2181714.26,21280.942,25951.22689,NPD,5529.306802,4257.598763,60418.5058,NPD,NPD,71377.10016,86473.47146,11898.60114,11953.4384,NPD,1453.061302,Interfered,<LOD,Interfered,19340.37918,Interfered,NPD,20501.32035,NPD,NPD,26075.77615,NPD,<LOD,Interfered,Interfered,8896.674519,40361.87672,15031.31327,1324.245615,<LOD,2763.077237,4388.313579,NPD,6498.456366,NPD,NPD,<LOD,4801.241578,18031.89935,NPD,2147.641218,461378.5881,Interfered,30451.50256,7463.074328,15072.12922,7605.142655,2871.997983
,7,2340217.79,3427669.543,2111020.6,4356157.517,1040276.836,606949.7648,422983.6396,473966.7062,1153097.77,92399261.83,2645820.845,253276.0139,NPD,Interfered,NPD,470912.5022,113194.7253,NPD,1175743.962,338108.4771,NPD,153436902.8,32037.33374,<LOD,54200.62084,17668.5559,14651.37351,Interfered,2066330.377,66980.36929,<LOD,NPD,15437.63135,11523.56718,27092.03188,<LOD,3060.398467,29060.11046,93033.06478,7349.240641,<LOD,<LOD,NPD,Interfered,NPD,NPD,<LOD,Interfered,<LOD,11912.51091,NPD,25843.36495,11297.50023,NPD,2655.021753,Interfered,Interfered,66527.10829,38884.42472,12753.83081,1384.652798,9233.684544,NPD,3883.762294,NPD,<LOD,NPD,NPD,<LOD,4230.181112,8854.160043,10742.63709,NPD,526282.0411,Interfered,15012.72196,5820.087985,NPD,<LOD,<LOD
,8,2779233.88,3259618.124,2454307.78,4237460.273,1061371.78,624769.0227,418646.4241,415967.9267,1010002.272,95019113.39,2593283.128,NPD,NPD,16442.40248,NPD,8146.600249,109823.405,14980.7605,1086310.395,397824.4633,NPD,234970.9848,73703.26389,70351.4256,23239.24863,8540.235984,10763.70927,Interfered,2050330.869,39924.06869,<LOD,<LOD,5432.235283,108837.5469,37654.74651,<LOD,72706.03748,NPD,66576.07046,8851.148094,<LOD,5536.293179,NPD,Interfered,7994.149393,10885.73763,19928.55585,7786.499398,<LOD,<LOD,NPD,NPD,21521.23297,3183.939058,3354.651142,Interfered,Interfered,NPD,169928.0751,23872.72247,NPD,NPD,38052.49845,1278.661841,NPD,NPD,3361.626756,3522.207677,NPD,5536.842959,NPD,3389.221751,<LOD,497823.3513,Interfered,<LOD,2332.470926,NPD,<LOD,5343.676746
,9,2868126.861,3313936.12,2324371.71,4129862.984,1037759.463,533124.6216,399489.0693,412594.8953,1098033.414,65109153.98,2608548.776,92132.26552,Interfered,5574.186878,4540.053607,2454269.47,87790.13095,NPD,479305.9369,356089.5552,Interfered,89048.37387,14982.42363,48630.30799,14778.48338,NPD,10627.27337,Interfered,2106092.873,22736.78903,<LOD,5465.039813,8582.297443,NPD,45060.58335,NPD,<LOD,53020.69445,76377.16068,7494.664782,<LOD,6149.251005,8918.390077,Interfered,4783.194714,9847.244476,5711.552256,7103.063847,NPD,4015.463949,5701.562823,20583.74569,18875.17952,NPD,NPD,Interfered,Interfered,5603.929546,75551.17402,<LOD,2545.107158,<LOD,NPD,1352.229361,NPD,4004.253063,4078.398965,NPD,8382.320496,4123.242312,<LOD,10628.97425,<LOD,460230.2591,Interfered,3265.080312,2711.655158,8284.661831,NPD,NPD
,10,3049212.998,3424601.848,2641125.203,4108787.725,833816.5023,580163.0356,429190.1313,455544.1029,1072448.03,82807526.88,2542113.324,26295.73567,NPD,<LOD,Interfered,27560.70922,118081.7048,10183.26001,830644.1969,148813.9335,NPD,112367.3571,8146.289338,36587.73595,15220.80723,7455.73702,9089.956052,Interfered,2048686.936,33530.25749,NPD,NPD,10556.03663,1915258.678,24143.27357,NPD,1267432.927,22056.04934,41509.37593,<LOD,NPD,NPD,7640.363355,Interfered,5847.76101,NPD,36714.47036,NPD,3607.835293,NPD,NPD,29670.92669,15733.63261,NPD,21092.91876,Interfered,Interfered,5284.881354,24083.60592,NPD,8628.975198,NPD,NPD,3643.74419,186045.02,4805.441913,4022.822158,NPD,<LOD,7773.032692,<LOD,4989.326546,NPD,472278.2835,Interfered,NPD,6349.550172,NPD,108666.9697,<LOD
,11,3173346.336,3586515.093,2534250.864,4364956.324,339697.8688,648398.6985,435230.2193,442495.8741,557663.2586,39604831.77,2518135.986,124944.8604,5059.376512,Interfered,NPD,152081.7935,164221.5804,3236.938972,378228.9127,325794.6871,140856.9492,66863.20807,26258.48997,53975.50782,26330.13427,10924.59558,14972.88545,13732.56537,1792264.081,24094.21038,<LOD,NPD,14424.53229,8670.275176,32675.17128,NPD,8608.152738,34914.91745,108706.6161,4663.110306,<LOD,4759.633314,NPD,2456.02147,5169.176757,15653.83808,8228.351218,Interfered,11500.98498,10514.66722,NPD,7678.777942,5439.496696,<LOD,4857.904522,Interfered,Interfered,6238.124989,101803.1291,NPD,7461.994396,5638.641796,39532.68895,3533.11064,177056.31,10018.8641,NPD,8747.251623,NPD,NPD,NPD,2757.675274,NPD,490665.7856,Interfered,3985.377086,4917.915619,<LOD,<LOD,2462.719449
,12,2782677.379,3466600.24,2464503.121,3904674.341,257191.4698,484826.3039,415512.9088,456529.1246,756117.7163,101945951.9,2526180.935,,NPD,6001.410963,NPD,425322.6272,251609.4666,Interfered,891791.6069,469998.222,Interfered,23492.24374,161186.7784,NPD,303734.3487,24515.49335,NPD,8108.143924,2049683.743,49120.10276,8425.462697,NPD,NPD,NPD,11477.42955,NPD,1562.863625,6322.399523,NPD,NPD,NPD,NPD,NPD,NPD,5134.10043,Interfered,118871.8085,Interfered,495053.0284,NPD,<LOD,39026.40294,17599.74314,NPD,Interfered,Interfered,Interfered,NPD,35184.27427,<LOD,NPD,NPD,8110.273994,3365.562709,157250.0312,3553.406619,15341.90568,NPD,<LOD,NPD,<LOD,2800.96184,NPD,434701.5883,3433.840066,2996.453502,3209.481445,NPD,2036.352063,<LOD
,13,3353468.3,3623579.515,2718306.426,3045045.814,350469.7555,682658.5003,479583.7225,665980.1664,994537.6396,<LOD,<LOD,612642.9899,636334.4877,895627.0715,658266.2742,14172.21329,2439250.555,463182.1018,156469.0483,1174477.974,Interfered,674422.6332,313820.0031,502647.1562,606587.4525,787906.9416,457254.9072,916766.0402,1887598.141,366654.0156,711563.2041,498066.6774,1232974.215,252482.7855,354197.5224,402523.4559,NPD,202626.405,15436.30612,156787.2252,1079794.723,837481.0751,NPD,NPD,636596.0759,Interfered,263271.7796,215971.6609,337694.5791,388125.9169,354522.4226,363405.3565,217754.6861,259284.7503,152673.2368,657541.7426,Interfered,786895.3725,2282001.82,214866.9045,NPD,367486.3445,146903.6657,336969.0345,113083.7743,184708.9948,278008.528,450322.8878,1055575.041,281881.5086,305616.4415,145893.1222,150250.0071,572306.479,215923.8992,156739.8365,173125.8046,264999.6277,69679.92784,213770.9679
20240909_11,1,2337138.336,3531033.721,2760190.642,4115134.038,1339606.111,626802.5352,652086.3118,771223.7909,1584678.782,<LOD,3665175.81,266240.8323,206983.3449,345093.8568,190625.7828,213543.4503,NPD,203620.8835,34955.30082,50731.40789,192262.8486,258015.5767,118250.481,148551.694,392429.362,293507.9429,191346.2983,326073.3665,2226866.508,107830.878,241426.2561,218202.6887,309582.4588,165112.3911,152640.0391,180676.9902,41542.45827,148476.6622,69989.84572,41129.99274,330668.598,249838.2439,53847.29476,Interfered,275194.7008,46196.68189,87808.18387,72882.43728,196011.9218,104497.8617,131055.3041,201763.1604,73684.87484,83735.20563,81932.53073,Interfered,167663.3477,234610.864,589119.4185,200807.8364,85665.94997,113390.6585,74419.18199,102308.2661,323249.5493,71542.85667,91809.09447,146685.2764,213688.2198,90634.17821,143351.7319,68306.71684,83273.90692,823556.217,90686.66022,61874.94151,53499.33592,168938.5951,19986.14068,59701.80996
,2,2082576.046,3484809.599,3700824.006,4361190.499,1155828.096,789537.6116,454786.3217,598077.2855,1255531.822,82651481.25,3160964.988,,NPD,NPD,NPD,210144.1156,40350.14484,NPD,495589.5339,26996.34232,7840.118773,35398.82393,10358.10215,<LOD,127208.467,6019.25926,NPD,Interfered,2430230.713,25196.87879,8945.748289,9309.795308,14449.13752,21921.53228,NPD,9907.196541,13010.32456,78797.21996,38237.26586,4437.975648,8766.389074,11639.06458,1618.337385,Interfered,<LOD,3463.576673,9527.672305,Interfered,2655.759452,8312.517416,NPD,NPD,130800.4207,NPD,6194.811599,Interfered,Interfered,7969.73115,14494.66076,41062.02989,2004.076357,13394.43224,4633.835293,NPD,179461.0709,7375.507005,NPD,NPD,16122.12141,38481.59396,13006.16869,NPD,NPD,617665.005,19322.28807,7376.405298,13658.34916,23692.47102,<LOD,2840.755502
,3,3681493.657,3016746.591,2160539.14,4079086.599,837673.0979,634311.7411,476704.7678,458015.4693,1103301.474,41202924.95,3244304.118,20724.17886,Interfered,5881.176849,5759.129078,26853.01919,71642.81877,17507.44156,302569.1759,36243.65525,NPD,33381.11947,100179.9378,9637.87634,102661.6417,<LOD,14639.53571,Interfered,2424784.032,25188.29027,NPD,3075.915938,12781.27851,26756.19009,19228.89254,4700.510235,15159.88084,21061.32297,121122.6361,<LOD,6444.243322,8902.327912,NPD,Interfered,11839.63151,Interfered,14058.32783,NPD,4415.955669,<LOD,11325.37676,NPD,44301.23402,NPD,4767.847555,18161.99035,Interfered,NPD,108205.114,<LOD,1195.301781,6403.778241,6164.168406,1952.855894,229474.4597,<LOD,3620.946866,2903.982706,14078.98019,22443.41233,45917.00422,8754.609842,22650.64271,514538.7962,NPD,<LOD,5507.798166,7143.577229,<LOD,<LOD
,4,2132870.915,2055711.411,1938286.756,4673351.942,971198.9625,550322.3386,445383.3651,547118.6054,1289742.679,219638096.3,2561037.342,,Interfered,3094.601477,5085.713317,197902.2521,20873.74854,<LOD,1203850.418,57855.58804,28548.78935,38390.91988,113052.7597,36259.93491,698935.5277,64296.08451,8727.221667,Interfered,2274351.961,13039.06435,NPD,<LOD,NPD,1130434.718,6489.218675,Interfered,756707.3169,40683.86437,66424.33708,30857.17018,21576.54199,7040.383742,1577.911909,Interfered,6585.345668,Interfered,4981.345882,Interfered,<LOD,NPD,23633.51652,3454.214985,24110.03151,2008.779367,Interfered,25453.85018,30303.80061,NPD,33456.16212,44683.93922,3981.216641,NPD,4801.694337,3138.774329,135000.5854,8498.715121,20900.14137,NPD,7924.317908,25407.87714,205963.119,NPD,<LOD,650301.9786,Interfered,41792.39021,2243.053723,30421.08868,1829.30841,NPD
,5,3315277.693,3238622.532,3603970.029,4822157.292,1108956.063,680508.7117,499928.7806,441910.9328,794791.8394,90493455.94,3092881.394,,NPD,5431.475577,3033.866597,12315.85749,362242.4418,7814.862059,1264246.012,76964.81375,19701.89941,3969.753132,32119.46899,322757.5786,191598.7972,101129.7161,22196.92645,Interfered,2162256.851,58441.96822,15559.42308,2713.821655,21905.44115,6575.127297,NPD,Interfered,2594.275152,7007.39285,16449.10959,6470.674374,13095.67227,1738429.189,2198.217466,Interfered,7358.517326,Interfered,24370.8928,35857.05032,<LOD,NPD,29108.71818,<LOD,64102.66142,<LOD,Interfered,30004.38454,NPD,NPD,27715.82168,NPD,1097.334807,NPD,<LOD,17568.66093,249038.2968,8046.721676,13619.38795,<LOD,<LOD,10631.15719,<LOD,NPD,<LOD,562380.706,Interfered,6268.995166,19772.38483,10915.04084,1557.104673,3193.193274
,6,3172004.021,3389673.936,2172768.291,4490161.249,977424.158,671617.6708,481905.9391,342085.8009,1179655.382,41081253.03,2868131.284,21946104.8,Interfered,NPD,3534.583945,13073.70619,83538.70022,18734.31987,263539.4097,254880.5549,Interfered,26060.5664,112722.1883,18473.51964,33630.58847,13676.46228,19849.47551,Interfered,2233354.478,17268.01279,18197.99623,NPD,NPD,NPD,14850.03184,Interfered,3917.690074,15558.92132,109786.0741,8820.963882,13674.53992,23493.95184,1305.317465,Interfered,<LOD,NPD,NPD,17627.94312,NPD,NPD,21338.93069,3527.780447,18543.31844,2975.488942,<LOD,Interfered,NPD,10046.56887,488530.8454,30844.51698,3795.719812,NPD,NPD,2165.919756,144692.7752,NPD,3811.707947,75897.089,NPD,4374.680722,<LOD,158453.3994,5870.113826,603832.1336,NPD,2973.133708,13924.20381,27366.52296,2045.533627,2771.296437
,7,2686212.785,3682824.342,2773777.966,4497822.166,1083847.938,670910.4932,439578.3074,490863.1054,1064304.822,121952946.4,2018826.56,96137.02089,Interfered,4016.451848,<LOD,540693.5579,109825.0362,19685.82221,924000.9926,204136.209,Interfered,6743.227592,143659.2006,243904.8588,115453.8024,26082.1899,14127.32424,Interfered,2295385.057,27858.86009,NPD,NPD,NPD,27084.32405,10308.36672,NPD,11859.35545,90528.77298,83969.58141,13360.23359,9174.419389,5083.277735,4469.969257,20357.34862,5629.542542,Interfered,21077.9684,NPD,<LOD,10901.66874,<LOD,17589.90819,8748.593852,1349.17493,11643.20189,Interfered,Interfered,4777.426693,137926.7557,46556.006,1155.658036,<LOD,NPD,NPD,183260.8788,<LOD,9841.517786,NPD,11750.71655,4146.277051,142399.6055,6904.388227,NPD,529861.5415,Interfered,NPD,10897.24244,15362.32829,NPD,NPD
